TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,BOROUGH
Co-op for sale,220000,1,1,792,Queens
Co-op for sale,189000,1,1,2184,Queens
Co-op for sale,165000,1,1,2184,Queens
Co-op for sale,449000,1,2,1074,Queens
Co-op for sale,179000,1,1,2184,Queens
Pending,245000,2,1,2184,Queens
Condo for sale,655000,3,2,2184,Queens
Condo for sale,658000,1,1,2184,Queens
Co-op for sale,395000,2,1,2184,Queens
Co-op for sale,458000,2,2,2184,Queens
Co-op for sale,438000,2,1,2184,Queens
Co-op for sale,289000,1,1,2184,Queens
Co-op for sale,375000,1,1,2184,Queens
Co-op for sale,339000,1,1,2184,Queens
Co-op for sale,595000,2,2,1075,Queens
Co-op for sale,639000,3,1,1100,Queens
Condo for sale,720000,2,1,970,Queens
Co-op for sale,339999,1,1,825,Queens
Condo for sale,499000,1,1,750,Queens
Co-op for sale,299000,1,1,700,Queens
Condo for sale,580000,2,2,950,Queens
Condo for sale,1525000,2,2,1329,Queens
Co-op for sale,222888,2,1,2184,Queens
Co-op for sale,217000,1,1,700,Queens
Condo for sale,468000,1,1,500,Queens
Co-op for sale,450000,1,1,1115,Queens
Co-op for sale,268000,1,1,750,Queens
Co-op for sale,285000,1,1,2184,Queens
Co-op for sale,345000,2,1,2184,Queens
Co-op for sale,345000,2,1,2184,Queens
Co-op for sale,270000,2,1,700,Queens
Co-op for sale,338000,2,1,2184,Queens
Co-op for sale,639000,3,1,1050,Queens
Co-op for sale,289000,1,1,2184,Queens
House for sale,899000,4,2,1400,Queens
Pending,249000,1,1,700,Queens
Co-op for sale,232000,1,1,750,Queens
Co-op for sale,309999,1,1,650,Queens
Co-op for sale,240000,1,1,750,Queens
Co-op for sale,729888,2,2,1600,Queens
Co-op for sale,535000,3,2,1350,Queens
Condo for sale,550000,1,1,712,Queens
Co-op for sale,498000,2,2,2184,Queens
Condo for sale,725000,2,2,800,Queens
Condo for sale,595000,2,2,739,Queens
Co-op for sale,369000,1,1,2184,Queens
Condo for sale,705000,1,1,631,Queens
Co-op for sale,488888,2,2,2184,Queens
Condo for sale,1395000,2,2,1065,Queens
Co-op for sale,329000,1,1,681,Queens
Pending,399000,1,2,1341,Queens
Co-op for sale,300000,3,1,2184,Queens
Co-op for sale,495000,2,2,800,Queens
Co-op for sale,249000,3,1,2184,Queens
Co-op for sale,319000,1,1,2184,Queens
Co-op for sale,338000,1,1,800,Queens
Condo for sale,625000,1,1,2184,Queens
Condo for sale,459000,3,1,489,Queens
Co-op for sale,410000,2,1,2184,Queens
Co-op for sale,625000,2,1,1025,Queens
Co-op for sale,270000,1,1,2184,Queens
Condo for sale,375000,3,1,500,Queens
Co-op for sale,288000,1,1,2184,Queens
Condo for sale,654250,2,1,702,Queens
Co-op for sale,460000,2,1,2184,Queens
Condo for sale,654250,2,1,702,Queens
Co-op for sale,279000,1,1,800,Queens
Condo for sale,550000,2,2,721,Queens
Co-op for sale,219000,1,1,2184,Queens
Co-op for sale,285000,1,1,2184,Queens
Condo for sale,598125,2,1,655,Queens
Townhouse for sale,975000,3,2,1734,Queens
Multi-family home for sale,1690000,6,4,2200,Queens
Co-op for sale,230000,1,1,2184,Queens
Multi-family home for sale,1280000,7,5,2460,Queens
Multi-family home for sale,699000,4,3,1591,Queens
Multi-family home for sale,825000,2,2,2184,Queens
Multi-family home for sale,769000,2,2,2184,Queens
Multi-family home for sale,2880000,9,2,2350,Queens
Autre_Type,1685000,3,2,2184,Queens
Autre_Type,269000,5,2,2184,Queens
Multi-family home for sale,250000,5,2,2184,Queens
Multi-family home for sale,346000,5,2,2184,Queens
Multi-family home for sale,346000,5,2,2184,Queens
House for sale,265000,3,1,2184,Queens
Multi-family home for sale,309000,6,2,2184,Queens
House for sale,650000,3,2,1522,Queens
Multi-family home for sale,1150000,12,6,5508,Queens
House for sale,1099000,4,2,2184,Queens
House for sale,839000,4,2,2184,Queens
House for sale,659000,8,3,2184,Queens
House for sale,659000,8,3,2184,Queens
House for sale,399999,3,1,2184,Queens
House for sale,650000,4,2,2244,Queens
House for sale,1175000,3,2,2250,Queens
House for sale,995000,3,2,2184,Queens
House for sale,2600000,5,4,3024,Queens
House for sale,918888,3,2,2184,Queens
House for sale,1730000,6,2,3024,Queens
House for sale,2500000,5,2,1450,Queens
Multi-family home for sale,949000,6,3,2184,Queens
House for sale,880000,3,2,1743,Queens
House for sale,1449999,3,2,2184,Queens
House for sale,2499000,5,2,4100,Queens
Co-op for sale,425000,3,2,1405,Queens
Co-op for sale,425000,3,2,1405,Queens
Multi-family home for sale,1188888,15,9,2184,Queens
Multi-family home for sale,1388000,4,3,2184,Queens
Multi-family home for sale,2198888,7,6,2184,Queens
Multi-family home for sale,669000,5,2,1893,Queens
Multi-family home for sale,1199000,6,5,2184,Queens
Multi-family home for sale,1230000,4,3,2184,Queens
Multi-family home for sale,998000,5,3,1574,Queens
House for sale,285000,2,1,1380,Queens
House for sale,250000,3,2,1224,Queens
Pending,668000,3,2,1606,Queens
House for sale,879000,4,2,2184,Queens
Multi-family home for sale,869888,4,3,2184,Queens
House for sale,799888,3,2,2184,Queens
House for sale,499000,2,3,2184,Queens
Co-op for sale,319000,3,1,960,Queens
Multi-family home for sale,950000,12,6,2184,Queens
Multi-family home for sale,1088888,4,2,2184,Queens
House for sale,635000,3,2,2184,Queens
House for sale,1099000,5,2,1760,Queens
Multi-family home for sale,1529999,6,5,2400,Queens
House for sale,2650000,6,6,2184,Queens
House for sale,420000,3,1,2184,Queens
House for sale,549000,3,1,2184,Queens
Autre_Type,999000,3,2,950,Queens
Autre_Type,790000,3,2,2184,Queens
Autre_Type,2999999,3,2,2184,Queens
